date,team,conference,NET Rank,PrevNET,AvgOppNETRank,AvgOppNET,DivIWL,ConfRecord,Non-ConfRecord,RoadWL,NETSOS,NetNonConfSOS,WABRk,WAB,NCWABRk,NCWAB,Last10Games,Q1,Q2,Q3,Q4
2026-01-27,UMass Lowell,America East,347,347,297,218,3-14,0-7,3-7,2-9,348,352,333,-13.06,318,-6.63,1-9,0-0,0-0,0-2,3-12
2026-01-27,Saint Peter's,MAAC,348,348,299,219,4-15,4-7,0-8,3-7,323,287,341,-13.57,331,-7.11,3-7,0-0,0-2,0-1,4-12
2026-01-27,USC Upstate,Big South,349,349,334,233,3-15,1-6,2-9,1-10,171,101,317,-12.16,309,-6.32,1-9,0-3,0-0,0-1,3-11
2026-01-27,Bethune-Cookman,SWAC,350,351,296,216,1-16,1-6,0-10,0-9,146,61,331,-13.02,328,-7.05,1-9,0-2,0-2,0-1,1-11
2026-01-27,Western Caro.,SoCon,351,350,283,213,0-17,0-6,0-11,0-7,206,148,354,-14.67,352,-8.78,0-10,0-1,0-2,0-1,0-13
2026-01-27,Morgan St.,MEAC,352,352,176,180,2-18,2-4,0-14,1-12,118,75,345,-13.94,361,-10.09,2-8,0-3,0-2,0-1,2-12
2026-01-27,Mississippi Val.,SWAC,353,353,238,199,4-14,3-4,1-10,1-11,117,46,283,-10.34,311,-6.41,3-7,0-3,0-2,0-1,4-8
2026-01-27,South Carolina St.,MEAC,354,354,334,233,3-15,2-3,1-12,2-8,244,209,330,-12.91,360,-9.97,3-7,0-1,0-1,0-2,3-11
2026-01-27,Prairie View,SWAC,355,355,273,208,0-17,0-8,0-9,0-13,172,68,350,-14.34,312,-6.42,0-10,0-2,0-0,0-3,0-12
2026-01-27,Le Moyne,NEC,356,356,340,235,4-16,3-5,1-11,3-10,201,120,338,-13.23,349,-8.3,3-7,0-2,0-2,0-1,4-11
2026-01-27,Saint Francis,NEC,357,357,356,258,2-16,2-6,0-10,1-9,363,357,358,-15.6,355,-9.66,2-8,0-0,0-0,0-0,2-16
2026-01-27,Bellarmine,ASUN,358,358,129,167,1-19,0-8,1-11,1-9,107,44,352,-14.63,329,-7.05,0-10,0-4,0-0,0-2,1-13
2026-01-27,Valparaiso,MVC,359,359,273,208,0-20,0-9,0-11,0-11,311,286,363,-18.37,356,-9.77,0-10,0-1,0-0,0-1,0-18
2026-01-27,Omaha,Summit League,360,360,113,161,0-20,0-7,0-13,0-11,133,153,360,-16.24,363,-10.45,0-10,0-2,0-3,0-3,0-12
2026-01-27,Central Conn. St.,NEC,361,361,352,252,0-19,0-8,0-11,0-10,302,249,362,-17.37,354,-9.49,0-10,0-1,0-0,0-2,0-16
2026-01-27,Presbyterian,Big South,362,362,315,225,1-17,1-6,0-11,1-8,330,296,359,-15.71,358,-9.88,1-9,0-1,0-0,0-2,1-14
2026-01-27,Niagara,MAAC,363,363,319,226,0-19,0-10,0-9,0-10,204,157,361,-16.38,336,-7.26,0-10,0-2,0-2,0-0,0-15
